id,refid,pred,disp,para,p_fam,p_g,p_sp,sp,a_g,a_sp,continent,log_avg_diam,log_ant_size,disp_self,disp_myrm,disp_vert,disp_wind,plant_sp,h_sp,omni_sp,hab_forest,hab_shrubland,hab_desert,hab_grassland,hab_crop,hab_urban,lform_annual,lform_perenniel,ghab_forbherb,ghab_graminoid,ghab_shrubtree,ghab_other,shape_longnarrow,shape_round,shape_sphere,shape_odd,surface_smooth,surface_middle,surface_rugous,surface_appendage,lform,ghab,shape,surface,hab,country,diam_min,diam_max,avg_diam,ant_lmin,ant_lmax,ant_size,myrm,depo,disp.prob1,pred.prob1,para.prob1,result,dispersal,diet
2511,392,0,1,0,Euphorbiaceae,Jatropha,mollissima,Jatropha mollissima,Pheidole,unknown,South_America,1.217483944,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,15,18,16.5,1.5,2.5,2,1,1,0.516581562,0.157660498,0.338821493,disp,myrm,other
2512,392,0,1,0,Euphorbiaceae,Jatropha,mollissima,Jatropha mollissima,Pheidole,unknown,South_America,1.217483944,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,15,18,16.5,1.5,2.5,2,1,1,0.516581562,0.157660498,0.338821493,disp,myrm,other
2513,392,0,1,0,Euphorbiaceae,Jatropha,ribifolia,Jatropha ribifolia,Pheidole,unknown,South_America,0.84509804,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,7,7,7,1.5,2.5,2,1,1,0.561833407,0.136456104,0.353907281,disp,myrm,other
2514,392,0,1,0,Euphorbiaceae,Jatropha,ribifolia,Jatropha ribifolia,Pheidole,unknown,South_America,0.84509804,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,7,7,7,1.5,2.5,2,1,1,0.561833407,0.136456104,0.353907281,disp,myrm,other
2515,392,0,1,0,Euphorbiaceae,Jatropha,ribifolia,Jatropha ribifolia,Pheidole,unknown,South_America,0.84509804,0.301029996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,7,7,7,1.5,2.5,2,1,1,0.561833407,0.136456104,0.353907281,disp,myrm,other
2520,392,0,1,0,Euphorbiaceae,Jatropha,mollissima,Jatropha mollissima,Solenopsis,unknown,South_America,1.217483944,0.176091259,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,15,18,16.5,1,2,1.5,1,1,0.467522107,0.022248629,0.36752723,disp,myrm,omni
2521,392,0,1,0,Euphorbiaceae,Jatropha,mollissima,Jatropha mollissima,Solenopsis,unknown,South_America,1.217483944,0.176091259,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,15,18,16.5,1,2,1.5,1,1,0.467522107,0.022248629,0.36752723,disp,myrm,omni
2522,392,0,1,0,Euphorbiaceae,Jatropha,ribifolia,Jatropha ribifolia,Solenopsis,unknown,South_America,0.84509804,0.176091259,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,shrubland,Brazil,7,7,7,1,2,1.5,1,1,0.513037261,0.018848795,0.412986225,disp,myrm,omni
2523,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Aphaenogaster,araneoides,South_America,1.06069784,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,5,7,6,0,0,0.844482342,0.060542964,0.128195504,disp,myrm,other
2524,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Ectatomma,ruidum,South_America,1.06069784,0.759667845,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,5.5,6,5.75,0,0,0.840627241,0.061492425,0.131170101,disp,myrm,other
2525,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Ectatomma,tuberculatum,South_America,1.06069784,0.875061263,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,7,8,7.5,0,0,0.86346111,0.055785641,0.1135283,disp,myrm,other
2526,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Ectatomma,unknown,South_America,1.06069784,0.829303773,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,4.5,9,6.75,0,0,0.854755055,0.057986394,0.120262216,disp,myrm,other
2527,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Ectomomyrmex,apicalis,South_America,1.06069784,1.041392685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,10,12,11,0,0,0.89147219,0.048431251,0.091756308,disp,myrm,other
2528,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Hypoponera,unknown,South_America,1.06069784,0.243038049,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,1.5,2,1.75,0,0,0.700690534,0.080135204,0.239765275,disp,myrm,omni
2529,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Neoponera,obscuricornis,South_America,1.06069784,0.90982337,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,7.75,8.5,8.125,0,0,0.869777962,0.054166505,0.108634463,disp,myrm,other
2530,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Odontomachus,unknown,South_America,1.06069784,0.77815125,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,4.5,7.5,6,0,0,0.844482342,0.023548341,0.128195504,disp,myrm,omni
2531,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Odontomachus,unknown,South_America,1.06069784,0.77815125,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,4.5,7.5,6,0,0,0.844482342,0.023548341,0.128195504,disp,myrm,omni
2532,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Pachycondyla,harpax,South_America,1.06069784,0.787106093,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,6,6.25,6.125,0,0,0.846322539,0.060087916,0.126775173,disp,myrm,other
2533,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Pachycondyla,unknown,South_America,1.06069784,0.929418926,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,7,10,8.5,0,0,0.873228137,0.044963054,0.105958178,disp,myrm,omni
2534,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Pheidole,unknown,South_America,1.06069784,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,1.5,2.5,2,0,0,0.719457242,0.089956187,0.225017873,disp,myrm,other
2535,393,0,1,0,Marantaceae,Calathea,micans,Calathea micans,Trachymyrmex,unknown,South_America,1.06069784,0.306425028,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Costa Rica,8,15,11.5,1.8,2.25,2.025,0,0,0.811147085,0.134861047,0.322111308,disp,myrm,plant
2540,396,0,1,0,Melastomataceae,Miconia,albicans,Miconia albicans,Cyphomyrmex,unknown,South_America,0.041392685,0.439332694,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Brazil,1.1,1.1,1.1,2,3.5,2.75,0,1,0.548746964,0.125426735,0.32294049,disp,myrm,plant
2541,396,0,1,0,Melastomataceae,Miconia,albicans,Miconia albicans,Mycetarotes,unknown,South_America,0.041392685,0.317018101,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Brazil,1.1,1.1,1.1,1.9,2.25,2.075,0,1,0.500822474,0.13795867,0.442238939,disp,myrm,plant
2542,396,0,1,0,Melastomataceae,Miconia,albicans,Miconia albicans,Mycocepurus,unknown,South_America,0.041392685,0.204119983,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Brazil,1.1,1.1,1.1,1,2.2,1.6,0,1,0.45655395,0.15044354,0.55897556,disp,myrm,plant
2543,396,0,1,0,Melastomataceae,Miconia,albicans,Miconia albicans,Myrmicocrypta,unknown,South_America,0.041392685,0.267171728,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Brazil,1.1,1.1,1.1,1.7,2,1.85,0,1,0.481237512,0.122819855,0.493757509,disp,myrm,plant
2544,396,0,1,0,Melastomataceae,Miconia,albicans,Miconia albicans,Sericomyrmex,unknown,South_America,0.041392685,0.327358934,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Brazil,1.1,1.1,1.1,2,2.25,2.125,0,1,0.504887128,0.136859753,0.43166874,disp,myrm,plant
2545,396,0,1,0,Melastomataceae,Miconia,albicans,Miconia albicans,Trachymyrmex,unknown,South_America,0.041392685,0.306425028,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Brazil,1.1,1.1,1.1,1.8,2.25,2.025,0,1,0.496658564,0.139092067,0.45312142,disp,myrm,plant
2549,399,0,1,1,Fabaceae,Acacia,ligulata,Acacia ligulata,Rhytidoponera,unknown,Oceania,0.820857989,0.698970004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,grassland,Australia,5.65,7.59,6.62,4,6,5,0,0,0.721792849,0.317561265,0.08969431,disp.para,myrm,other
2552,402,1,0,0,Melastomataceae,Miconia,centrodesma,Miconia centrodesma,Pheidole,nebulosa,South_America,-0.187086643,0.113943352,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Costa Rica,0.5,0.8,0.65,1.2,1.4,1.3,0,1,0.53464385,0.098454668,0.566294693,pred,myrm,other
2553,402,1,0,0,Melastomataceae,Miconia,nervosa,Miconia nervosa,Pheidole,nebulosa,South_America,-0.124938737,0.113943352,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Costa Rica,0.5,1,0.75,1.2,1.4,1.3,0,1,0.527068746,0.100991239,0.555889964,pred,myrm,other
2554,402,1,0,0,Melastomataceae,Miconia,centrodesma,Miconia centrodesma,Pheidole,nigricula,South_America,-0.187086643,0.041392685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Costa Rica,0.5,0.8,0.65,1,1.2,1.1,0,1,0.506180678,0.104381095,0.648527661,pred,myrm,other
2555,402,1,0,0,Melastomataceae,Miconia,nervosa,Miconia nervosa,Pheidole,nigricula,South_America,-0.124938737,0.041392685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,perennial,shrub_tree,odd,smooth,forest,Costa Rica,0.5,1,0.75,1,1.2,1.1,0,1,0.498576786,0.107052224,0.636047679,pred,myrm,other
2618,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Anonychomyrma,unknown,Oceania,0.785329835,0.397940009,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,2,3,2.5,0,1,0.65302214,0.296035145,0.001846265,disp,myrm,other
2620,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Iridomyrmex,bicknelli,Oceania,0.785329835,0.352182518,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,2,2.5,2.25,0,1,0.636546021,0.304655693,0.002037971,disp,myrm,other
2622,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Iridomyrmex,rufoniger,Oceania,0.785329835,0.352182518,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,2,2.5,2.25,0,1,0.636546021,0.14086236,0.002037971,disp,myrm,omni
2624,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Notoncus,capitatus,Oceania,0.785329835,0.62838893,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,4,4.5,4.25,0,1,0.730013792,0.254858271,0.001122305,disp,myrm,other
2626,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Notoncus,ectatommoides,Oceania,0.785329835,0.574031268,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,3.5,4,3.75,0,1,0.712841383,0.264223573,0.001262167,disp,myrm,other
2628,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Nylanderia,unknown,Oceania,0.785329835,0.230448921,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,1.2,2.2,1.7,0,1,0.5912169,0.328256648,0.002650303,disp,myrm,other
2632,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Pheidole,unknown,Oceania,0.785329835,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,1.5,2.5,2,0,1,0.617742025,0.314457324,0.002275885,disp,myrm,other
2633,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Pheidole,unknown,Oceania,0.785329835,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,1.5,2.5,2,0,1,0.617742025,0.314457324,0.002275885,disp,myrm,other
2634,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Pheidole,unknown,Oceania,0.785329835,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,1.5,2.5,2,0,1,0.617742025,0.314457324,0.002275885,disp,myrm,other
2636,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Rhytidoponera,metallica,Oceania,0.785329835,0.602059991,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,3.75,4.25,4,0,1,0.721777283,0.259367078,0.001188002,disp,myrm,other
2638,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Rhytidoponera,victoriae,Oceania,0.785329835,0.458637849,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,2.25,3.5,2.875,0,1,0.674319521,0.284821212,0.001619456,disp,myrm,other
2640,411,0,1,0,Fabaceae,Hardenbergia,violacea,Hardenbergia violacea,Tetramorium,turneri,Oceania,0.785329835,0.273001272,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,annual,forb_herb,round,smooth,forest,Australia,6.1,6.1,6.1,1.75,2,1.875,0,1,0.607282779,0.319899804,0.0024178,disp,myrm,other
2641,412,0,1,0,Papaveraceae,Corydalis,solida,Corydalis solida,Lasius,niger,Europe,0.342422681,0.243038049,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,perennial,forb_herb,sphere,smooth,forest,Netherlands,2.2,2.2,2.2,1.5,2,1.75,0,0,0.980905193,0.000577075,0.04987954,disp,myrm,hd
2662,423,0,1,0,Fabaceae,Acacia,leptocarpa,Acacia leptocarpa,Iridomyrmex,unknown,Oceania,0.544068044,0.544068044,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3,4,3.5,2,5,3.5,1,1,0.65692808,0.076874468,0.14522171,disp,myrm,omni
2666,423,0,1,0,Fabaceae,Acacia,aulacocarpa,Acacia aulacocarpa,Monomorium,unknown,Oceania,0.67669361,0.273001272,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,4.5,5,4.75,1.5,2.25,1.875,1,1,0.539546391,0.23159278,0.260223576,disp,myrm,other
2667,423,0,1,0,Fabaceae,Acacia,leptocarpa,Acacia leptocarpa,Monomorium,unknown,Oceania,0.544068044,0.273001272,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3,4,3.5,1.5,2.25,1.875,1,1,0.55562558,0.22103647,0.266760793,disp,myrm,other
2670,423,0,1,0,Fabaceae,Acacia,aulacocarpa,Acacia aulacocarpa,Pheidole,unknown,Oceania,0.67669361,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,4.5,5,4.75,1.5,2.5,2,1,1,0.550474278,0.227150888,0.247202093,disp,myrm,other
2671,423,0,1,0,Fabaceae,Acacia,leptocarpa,Acacia leptocarpa,Pheidole,unknown,Oceania,0.544068044,0.301029996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,perennial,shrub_tree,round,smooth,forest,Australia,3,4,3.5,1.5,2.5,2,1,1,0.566478478,0.216739936,0.25164542,disp,myrm,other
2706,428,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Aphaenogaster,senilis,Europe,0.84509804,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,5,7,6,1,1,0.975955817,0.00207623,0.010620553,disp,myrm,other
2707,428,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Camponotus,cruentatus,Europe,0.84509804,0.903089987,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,7,9,8,1,1,0.980159102,0.000831268,0.00828852,disp,myrm,hd
2708,428,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Formica,lugubris,Europe,0.84509804,0.68797462,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,4.75,5,4.875,1,1,0.97239423,0.001007921,0.012696548,disp,myrm,hd
2709,428,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Lasius,emarginatus,Europe,0.84509804,0.273001272,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,1.75,2,1.875,1,1,0.948302305,0.001461544,0.028682017,disp,myrm,hd
2710,428,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Lasius,fuliginosus,Europe,0.84509804,0.477121255,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,2.75,3.25,3,1,1,0.961955247,0.001018764,0.019241226,disp,myrm,omni
2735,461,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Camponotus,cruentatus,Europe,0.84509804,0.903089987,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,7,9,8,0,1,0.980159102,0.000831268,0.00828852,disp,myrm,hd
2736,461,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Cataglyphis,velox,Europe,0.84509804,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,5,7,6,0,1,0.975955817,0.00207623,0.010620553,disp,myrm,other
2737,461,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Formica,lugubris,Europe,0.84509804,0.68797462,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,4.75,5,4.875,0,1,0.97239423,0.001007921,0.012696548,disp,myrm,hd
2738,461,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Lasius,emarginatus,Europe,0.84509804,0.273001272,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,1.75,2,1.875,0,1,0.948302305,0.001461544,0.028682017,disp,myrm,hd
2739,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Aphaenogaster,iberica,Europe,0.84509804,0.84509804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,6,8,7,1,1,0.978306002,0.00195551,0.009300042,disp,myrm,other
2740,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Camponotus,cruentatus,Europe,0.84509804,0.903089987,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,7,9,8,1,1,0.980159102,0.000831268,0.00828852,disp,myrm,hd
2741,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Camponotus,vagus,Europe,0.84509804,0.903089987,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,7,9,8,1,1,0.980159102,0.000695584,0.00828852,disp,myrm,omni
2742,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Cataglyphis,velox,Europe,0.84509804,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,5,7,6,1,1,0.975955817,0.00207623,0.010620553,disp,myrm,other
2743,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Lasius,niger,Europe,0.84509804,0.243038049,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,1.5,2,1.75,1,1,0.94594324,0.00150128,0.030402328,disp,myrm,hd
2744,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Pheidole,pallidula,Europe,0.84509804,0.210853365,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,1.5,1.75,1.625,1,1,0.943296404,0.001545164,0.032361457,disp,myrm,hd
2745,462,0,1,0,Ranunculaceae,Helleborus,foetidus,Helleborus foetidus,Tapinoma,nigerrimum,Europe,0.84509804,0.410777233,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,perennial,forb_herb,round,smooth,forest,Spain,6,8,7,2.4,2.75,2.575,1,1,0.957948133,0.002883847,0.021916125,disp,myrm,other
2764,470,0,1,0,Euphorbiaceae,Ricinus,communis,Ricinus communis,Atta,sexdens,South_America,0.977723605,0.929418926,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,perennial,both,round,smooth,forest,Brazil,8,11,9.5,5,12,8.5,1,1,0.906882226,0.040030356,0.147142959,disp,myrm,plant
2765,470,0,1,0,Euphorbiaceae,Ricinus,communis,Ricinus communis,Camponotus,silvestrii,South_America,0.977723605,0.698970004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,perennial,both,round,smooth,forest,Brazil,8,11,9.5,4,6,5,1,1,0.905234637,0.031340288,0.132658662,disp,myrm,other
2766,470,0,1,0,Euphorbiaceae,Ricinus,communis,Ricinus communis,Ectatomma,edentatum,South_America,0.977723605,0.77815125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,perennial,both,round,smooth,forest,Brazil,8,11,9.5,5.5,6.5,6,1,1,0.915389362,0.029255336,0.118349741,disp,myrm,other
2767,470,0,1,0,Euphorbiaceae,Ricinus,communis,Ricinus communis,Neoponera,marginata,South_America,0.977723605,0.812913357,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,perennial,both,round,smooth,forest,Brazil,8,11,9.5,6.25,6.75,6.5,1,1,0.919527698,0.028383075,0.112501279,disp,myrm,other
