Code,Target_species,sp,Target_Genus,Target_Family,Habitat,Dispersal.Phase,hoarder_Species,hoarder_Family,mode,Disperser_group,Location,Source,
591,Cucurbita_maxima,Cucurbita maxima,Cucurbita,Cucurbitaceae,Tropical,Primary,Cricetomys_gambianus,Nesomyidae,cache,Rodent,Malawi,Vander Wall (1990),
617,Detarium_macrocarpum,Detarium macrocarpum,Detarium,Fabaceae,Tropical,Secondary,Cricetomys_emini,Nesomyidae,cache,Rodent,Gabon,Gautier-Hion et al. (1985),
621,Dichrostachys_cinerea,Dichrostachys cinerea,Dichrostachys,Fabaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
630,Diospyros_lycioides,Diospyros lycioides,Diospyros,Ebenaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
646,Dorstenia_Trilepisium_madagascariense,Trilepisium madagascariense,Dorstenia,Moraceae,Tropical,Secondary,Cricetomys_sp.,Nesomyidae,cache,Rodent,Nigeria,Dutton et al. (2014),
728,Euclea_crispa,Euclea crispa,Euclea,Ebenaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
729,Euclea_divinorum,Euclea divinorum,Euclea,Ebenaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
822,Garcinia_lucida,Garcinia lucida,Garcinia,Clusiaceae,Tropical,Secondary,Cricetomys_gambianus,Nesomyidae,cache,Rodent,Cameroon,Guedje et al. (2003),
823,Garcinia_smeathmannii,Garcinia smeathmannii,Garcinia,Clusiaceae,Tropical,Secondary,Cricetomys_sp_nov,Nesomyidae,cache,Rodent,Nigeria,Aliyu et al. (2014),
842,Grewia_bicolor,Grewia bicolor,Grewia,Malvaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
844,Grewia_javescens,Grewia javescens,Grewia,Malvaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
846,Grewia_monticola,Grewia monticola,Grewia,Malvaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
860,Guibourtia_tessmannii,Guibourtia tessmannii,Guibourtia,Fabaceae,Tropical,Secondary,Cricetomys_emini,Nesomyidae,cache,Rodent,Gabon,Tosso et al. (2017),
1156,Mucuna_aterrima,Mucuna aterrima,Mucuna,Fabaceae,Tropical,Primary,Cricetomys_gambianus,Nesomyidae,cache,Rodent,Malawi,Vander Wall (1990),
1265,Parkia_filicoidea,Parkia filicoidea,Parkia,Fabaceae,Tropical,Secondary,Cricetomys_sp.,Nesomyidae,cache,Rodent,Nigeria,Dutton et al. (2014),
1277,Peltophorum_africanum,Peltophorum africanum,Peltophorum,Fabaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
1280,Pentaclethra_macrophylla,Pentaclethra macrophylla,Pentaclethra,Fabaceae,Tropical,Secondary,Cricetomys_emini,Nesomyidae,cache,Rodent,Gabon,Rosin & Poulsen (2017),
1494,Pouteria_altissima,Pouteria altissima,Pouteria,Sapotaceae,Tropical,Secondary,Cricetomys_sp_nov,Nesomyidae,cache,Rodent,Nigeria,Aliyu et al. (2014),
1495,Pouteria_altissima,Pouteria altissima,Pouteria,Sapotaceae,Tropical,Secondary,Cricetomys_sp.,Nesomyidae,cache,Rodent,Nigeria,Dutton et al. (2014),
1592,Psoralea_sp,Psoralea sp,Psoralea,Fabaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
1920,Rhus_ciliata,Rhus ciliata,Rhus,Anacardiaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
1922,Rhus_erosa,Rhus erosa,Rhus,Anacardiaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
1923,Rhus_Iancea,Rhus Iancea,Rhus,Anacardiaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
1954,Santiria_trimera,Santiria trimera,Santiria,Burseraceae,Tropical,Secondary,Cricetomys_sp.,Nesomyidae,cache,Rodent,Nigeria,Dutton et al. (2014),
2076,Syzygium_guineense,Syzygium guineense,Syzygium,Myrtaceae,Tropical,Secondary,Cricetomys_sp.,Nesomyidae,cache,Rodent,Nigeria,Dutton et al. (2014),
2184,Vitex_doniana,Vitex doniana,Vitex,Lamiaceae,Tropical,Secondary,Cricetomys_sp.,Nesomyidae,cache,Rodent,Nigeria,Dutton et al. (2014),
2204,Xanthocercis_zambesiaca,Xanthocercis zambesiaca,Xanthocercis,Fabaceae,Arid,Secondary,Saccostomus_campestris,Nesomyidae,cache,Rodent,South Africa,Ellison (1993),
1165,Myrcianthes_coquimbensis,Myrcianthes coquimbensis,Myrcianthes,Myrtaceae,Arid,Secondary,Octodon_degus,Octodontidae,cache,Rodent,Chile,Luna et al. (2016),
1168,Myristica_beddomei,Myristica beddomei,Myristica,Myristicaceae,Tropical,Secondary,Platacanthomys_lasiurus,Platacanthomyidae,cache,Rodent,India,Chetana & Ganesh (2013),
2100,Terminalia_bellirica,Terminalia bellirica,Terminalia,Combretaceae,Tropical,Secondary,Platacanthomys_lasiurus,Platacanthomyidae,cache,Rodent,India,Jayson (2006),
1,Abies_balsamea,Abies balsamea,Abies,Pinaceae,Temperate,Secondary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Japan,Lee (2002),
2,Abies_homolepis,Abies homolepis,Abies,Pinaceae,Temperate,Secondary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Japan,Lee (2002),
3,Abies_sachalinensis,Abies sachalinensis,Abies,Pinaceae,Temperate,Secondary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Japan,Lee (2002),
19,Acer_mono,Acer mono,Acer,Sapindaceae,Temperate,Secondary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Japan,Lee (2002),
20,Acer_negundo,Acer negundo,Acer,Sapindaceae,Temperate,Secondary,Tamiasciurus_hudsonicus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
21,Acer_pensylvannicum,Acer pensylvannicum,Acer,Sapindaceae,Temperate,Primary,Tamiasciurus_striatus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
22,Acer_rubrum,Acer rubrum,Acer,Sapindaceae,Temperate,Primary,Tamiasciurus_striatus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
23,Acer_saccharum,Acer saccharum,Acer,Sapindaceae,Temperate,Secondary,Tamias_striatus,Sciuridae,cache,Rodent,USA,Hsia & Francl (2009),
24,Acer_saccharum,Acer saccharum,Acer,Sapindaceae,Temperate,Primary,Tamiasciurus_striatus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
31,Actinodaphne_obovata,Actinodaphne obovata,Actinodaphne,Lauraceae,Tropical,Secondary,Callosciurus_pygerythrus,Sciuridae,cache,Rodent,India,Sidhu & Datta (2015),
35,Aesculus_hippocastanum,Aesculus hippocastanum,Aesculus,Sapindaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,Canada,Thompson & Thompson (1980),
44,Aglaia_spectabilis,Aglaia spectabilis,Aglaia,Meliaceae,Tropical,Secondary,Callosciurus_finlaysonii,Sciuridae,cache,Rodent,Thailand,Kitamura et al. (2004),
45,Agropyron_latiglume,Agropyron latiglume,Agropyron,Poaceae,Temperate,Primary,Spermophilus_undulatus,Sciuridae,cache,Rodent,Alaska,Vander Wall (1990),
62,Allagoptera_caudescens,Allagoptera caudescens,Allagoptera,Arecaceae,Tropical,Secondary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ribeiro (2004),
63,Allagoptera_caudescens,Allagoptera caudescens,Allagoptera,Arecaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Ribeiro et al. (2010),
69,Alphonsea_elliptica,Alphonsea elliptica,Alphonsea,Annonaceae,Tropical,Secondary,Callosciurus_prevostii,Sciuridae,cache,Rodent,Borneo,Becker et al. (1985),
96,Anemone_parviflora,Anemone parviflora,Anemone,Ranunculaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
104,Aphandra_natalia,Aphandra natalia,Aphandra,Arecaceae,Tropical,Primary,Sciurus_sp.,Sciuridae,cache,Rodent,Peru,Boll et al. (2005),
111,Araucaria_angustifolia,Araucaria angustifolia,Araucaria,Araucariaceae,Tropical,Primary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Bordignon & Monteiro-Filho (2000),
116,Araucaria_angustifolia,Araucaria angustifolia,Araucaria,Araucariaceae,Tropical,Primary,Sciurus_brasiliensis,Sciuridae,cache,Rodent,Brazil,Brocardo et al. (2017),
123,Arctostaphylos_patula,Arctostaphylos patula,Arctostaphylos,Ericaceae,Mediterranean,Secondary,Tamias_amoenus,Sciuridae,cache,Rodent,USA,Moore & Vander Wall (2015),
127,Ardisia_ribes,Ardisia ribes,Ardisia,Primulaceae,Tropical,Secondary,Ratufa_indica,Sciuridae,cache,Rodent,India,Somanathan et al. (2007),
153,Astrocaryum_aculeatissimum,Astrocaryum aculeatissimum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Andreazzi et al. (2009),
161,Astrocaryum_gratum,Astrocaryum gratum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_sp,Sciuridae,cache,Rodent,Bolivia,Aliaga-Rossel & Moraes (2014),
164,Astrocaryum_gynacanthum,Astrocaryum gynacanthum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ferreira (2011),
168,Astrocaryum_mexicanum,Astrocaryum mexicanum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_aureogaster,Sciuridae,cache,Rodent,Mexico,Andreazzi et al. (2009),
169,Astrocaryum_mexicanum,Astrocaryum mexicanum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_deppei,Sciuridae,cache,Rodent,Mexico,Andreazzi et al. (2009),
180,Astrocaryum_sciophilum,Astrocaryum sciophilum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,French Guiana,Charles-Dominique et al. (2001),
182,Astrocaryum_sciophilum,Astrocaryum sciophilum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,French Guiana,Charles-Dominique et al. (2001),
184,Astrocaryum_standleyanum,Astrocaryum standleyanum,Astrocaryum,Arecaceae,Tropical,Primary,Sciurus_granatensis,Sciuridae,cache,Rodent,Panama,Heaney & Thorington (1978),
194,Attalea_attaleoides,Attalea attaleoides,Attalea,Arecaceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ferreira (2011),
197,Attalea_butyracea,Attalea butyracea,Attalea,Arecaceae,Tropical,Secondary,Sciurus_variegatus,Sciuridae,cache,Rodent,,Andreazzi et al. (2009),
198,Attalea_butyracea,Attalea butyracea,Attalea,Arecaceae,Tropical,Secondary,Sciurus granatensis,Sciuridae,cache,Rodent,Panama,Forget et al. (1994),
202,Attalea_butyracea,Attalea butyracea,Attalea,Arecaceae,Tropical,Secondary,Sciurus_granatensis,Sciuridae,cache,Rodent,Panama,Jansen et al. (2014),
203,Attalea_cohune,Attalea cohune,Attalea,Arecaceae,Tropical,Secondary,squirrel,Sciuridae,cache,Rodent,Mexico,Mendoza & Dirzo (2007),
204,Attalea_dubia,Attalea dubia,Attalea,Arecaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,,Andreazzi et al. (2009),
212,Attalea_humilis,Attalea humilis,Attalea,Arecaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,,Andreazzi et al. (2009),
218,Attalea_oleifera,Attalea oleifera,Attalea,Arecaceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ribeiro (2004),
220,Attalea_oleifera,Attalea oleifera,Attalea,Arecaceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Pimentel & Tabarelli (2004),
226,Attalea_rostrata,Attalea rostrata,Attalea,Arecaceae,Tropical,Secondary,Sciurus_granatensis,Sciuridae,cache,Rodent,Panama,Forget et al. (1994),
227,Attalea_rostrata,Attalea rostrata,Attalea,Arecaceae,Tropical,Secondary,Sciurus_granatensis,Sciuridae,cache,Rodent,Panama,Heaney & Thorington (1978),
239,Bactris_acanthocarpa,Bactris acanthocarpa,Bactris,Arecaceae,Tropical,Primary,Sciurus_alphonsei,Sciuridae,cache,Rodent,,Andreazzi et al. (2009),
241,Bactris_acanthocarpa,Bactris acanthocarpa,Bactris,Arecaceae,Tropical,Secondary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Silva & Tabarelli (2001),
248,Bactris_setosa,Bactris setosa,Bactris,Arecaceae,Tropical,Secondary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ribeiro (2004),
249,Bactris_setosa,Bactris setosa,Bactris,Arecaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Ribeiro et al. (2010),
257,Beilschmiedia_assamica,Beilschmiedia assamica,Beilschmiedia,Lauraceae,Tropical,Secondary,Callosciurus_pygerythrus,Sciuridae,cache,Rodent,India,Sidhu & Datta (2015),
335,Canarium_euphyllum,Canarium euphyllum,Canarium,Burseraceae,Tropical,Secondary,Menetes_berdmorei,Sciuridae,cache,Rodent,Thailand,Kitamura et al. (2004),
339,Canarium_resiniferum,Canarium resiniferum,Canarium,Burseraceae,Tropical,Secondary,Callosciurus_pygerythrus,Sciuridae,cache,Rodent,India,Sidhu & Datta (2015),
340,Canavalia_oxyphylla,Canavalia oxyphylla,Canavalia,Fabaceae,Tropical,Secondary,squirrel,Sciuridae,cache,Rodent,Mexico,Mendoza & Dirzo (2007),
356,Cardamine_sp.,Cardamine sp.,Cardamine,Brassicaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
363,Carya_cordiformis,Carya cordiformis,Carya,Juglandaceae,Temperate,Primary,Tamiasciurus_hudsonicus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
365,Carya_glabra,Carya glabra,Carya,Juglandaceae,Temperate,Primary,Glaucomys_volans,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
366,Carya_glabra,Carya glabra,Carya,Juglandaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
367,Carya_glabra,Carya glabra,Carya,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
368,Carya_glabra,Carya glabra,Carya,Juglandaceae,Temperate,Primary,Tamias_striatus,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
369,Carya_illinoensis,Carya illinoensis,Carya,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Delgado (2017),
373,Carya_laciniosa,Carya laciniosa,Carya,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Cilles et al. (2016),
374,Carya_laciniosa,Carya laciniosa,Carya,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Cilles et al. (2016),
376,Carya_ovata,Carya ovata,Carya,Juglandaceae,Temperate,Primary,Glaucomys_volans,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
377,Carya_ovata,Carya ovata,Carya,Juglandaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
378,Carya_ovata,Carya ovata,Carya,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
379,Carya_ovata,Carya ovata,Carya,Juglandaceae,Temperate,Primary,Tamias_striatus,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
381,Carya_ovata,Carya ovata,Carya,Juglandaceae,Temperate,Primary,"Sciurus_carolinensis, Sciurus_niger",Sciuridae,cache,Rodent,USA,Moore et al. (2007),
382,Carya_tomentosa,Carya tomentosa,Carya,Juglandaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,USA,"McCarthy, B.C. (1994)",
383,Carya_tomentosa,Carya tomentosa,Carya,Juglandaceae,Temperate,Primary,Glaucomys_volans,Sciuridae,cache,Rodent,USA,Thomas & Weigl (1998),
385,Caryocar_edule,Caryocar edule,Caryocar,Caryocaraceae,Tropical,Primary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ribeiro (2004),
388,Castanea_crenata,Castanea crenata,Castanea,Fagaceae,Temperate,Primary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Japan,Lee (2002),
390,Castanea_dentata,Castanea dentata,Castanea,Fagaceae,Temperate,Primary,Glaucomys_volans,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
391,Castanea_dentata,Castanea dentata,Castanea,Fagaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
392,Castanea_dentata,Castanea dentata,Castanea,Fagaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
393,Castanea_dentata,Castanea dentata,Castanea,Fagaceae,Temperate,Primary,Tamias_striatus,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
395,Castanea_henryi,Castanea henryi,Castanea,Fagaceae,Temperate,Primary,Callosciurus_erythraeus,Sciuridae,cache,Rodent,China,Xiao & Zhang (2016),
417,Castanopsis_sempervirens,Castanopsis sempervirens,Castanopsis,Fagaceae,Mediterranean,Primary,Spermophilus_beecheyi,Sciuridae,cache,Rodent,USA,Roth & Vander Wall (2005),
418,Castanopsis_sempervirens,Castanopsis sempervirens,Castanopsis,Fagaceae,Mediterranean,Primary,Spermophilus_lateralis,Sciuridae,cache,Rodent,USA,Roth & Vander Wall (2005),
419,Castanopsis_sempervirens,Castanopsis sempervirens,Castanopsis,Fagaceae,Mediterranean,Primary,Tamias_amoenus,Sciuridae,cache,Rodent,USA,Roth & Vander Wall (2005),
420,Castanopsis_sempervirens,Castanopsis sempervirens,Castanopsis,Fagaceae,Mediterranean,Primary,Tamias_quadrimaculatus,Sciuridae,cache,Rodent,USA,Roth & Vander Wall (2005),
437,Cerastium_beeringianum,Cerastium beeringianum,Cerastium,Caryophyllaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
445,Cercidium_microphylla,Cercidium microphylla,Cercidium,Fabaceae,Arid,Secondary,,Sciuridae,cache,Rodent,USA,Bower (2004),
462,Chisocheton_cumingianus,Chisocheton cumingianus,Chisocheton,Meliaceae,Tropical,Secondary,Callosciurus_pygerythrus,Sciuridae,cache,Rodent,India,Sidhu & Datta (2015),
478,Chrysophyllum_viridifolium,Chrysophyllum viridifolium,Chrysophyllum,Sapotaceae,Tropical,Secondary,,Sciuridae,cache,Rodent,South Africa,Viljoen (1983),
532,Copaifera_mopane,Copaifera mopane,Copaifera,Fabaceae,Arid,Secondary,Funsciurus_congicus,Sciuridae,cache,Rodent,South Africa,Viljoen (1978),
547,Corylus_americana,Corylus americana,Corylus,Betulaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Delgado (2017),
550,Corylus_avellana,Corylus avellana,Corylus,Betulaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,UK,Laborde & Thompson (2009),
555,Corylus_ferox,Corylus ferox,Corylus,Betulaceae,Temperate,Primary,Callosciurus_erythraeus,Sciuridae,cache,Rodent,China,Sun & Zhang (2013),
560,Corylus_rostrata,Corylus rostrata,Corylus,Betulaceae,Temperate,Secondary,Tamias striatus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
566,Coula_edulis,Coula edulis,Coula,Coulaceae,Tropical,Secondary,Funisciurus_lemniscatus,Sciuridae,cache,Rodent,Gabon,Moupela et al. (2014),
567,Coula_edulis,Coula edulis,Coula,Coulaceae,Tropical,Secondary,Heliosciurus_rufobrachium,Sciuridae,cache,Rodent,Gabon,Moupela et al. (2014),
608,Dalechampia_pentaphylla,Dalechampia pentaphylla,Dalechampia,Euphorbiaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Paschoal & Galetti (1995),
619,Dicella_bracteosa,Dicella bracteosa,Dicella,Malpighiaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Paschoal & Galetti (1995),
638,Dipteryx_micrantha,Dipteryx micrantha,Dipteryx,Fabaceae,Tropical,Secondary,,Sciuridae,cache,Rodent,Peru,Romo et al. (2004),
649,Draba_crassifolia,Draba crassifolia,Draba,Brassicaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
650,Draba_stenoloba,Draba stenoloba,Draba,Brassicaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
653,Drypetes_gerrardii,Drypetes gerrardii,Drypetes,Putranjivaceae,Arid,Primary,Paraxerus_palliatus,Sciuridae,cache,Rodent,South Africa,Viljoen (1983),
666,Elaeis_guineensis,Elaeis guineensis,Elaeis,Arecaceae,Tropical,Secondary,Lariscus_insignis,Sciuridae,cache,Rodent,Malaysia,Yasuda et al. (2000),
669,Elaeocarpus_aristatus,Elaeocarpus aristatus,Elaeocarpus,Elaeocarpaceae,Tropical,Secondary,Callosciurus_pygerythrus,Sciuridae,cache,Rodent,India,Sidhu & Datta (2015),
721,Erythronium_americanum,Erythronium americanum,Erythronium,Liliaceae,Temperate,Primary,Tamiasciurus_striatus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
755,Euterpe_edulis,Euterpe edulis,Euterpe,Arecaceae,Tropical,Secondary,Sciurus_aestuans,Sciuridae,cache,Rodent,Brazil,Ribeiro (2004),
756,Euterpe_edulis,Euterpe edulis,Euterpe,Arecaceae,Tropical,Secondary,Sciurus_ingrami,Sciuridae,cache,Rodent,Brazil,Ribeiro et al. (2010),
757,Euterpe_oleraceae,Euterpe oleraceae,Euterpe,Arecaceae,Tropical,Secondary,Sciurus_aestuans,Sciuridae,cache,Rodent,,Andreazzi et al. (2009),
758,Eutrema_edwardsii,Eutrema edwardsii,Eutrema,Brassicaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
762,Fagus_grandiflora,Fagus grandiflora,Fagus,Fagaceae,Temperate,Primary,Tamiasciurus_striatus,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
768,Fagus_sylvatica,Fagus sylvatica,Fagus,Fagaceae,Temperate,Primary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Belgium,Wauter & Casale (1996),
810,Fremontodendron_californica,Fremontodendron californica,Fremontodendron,Malvaceae,Arid,Primary,Ammospermophilus_leucurus,Sciuridae,cache,Rodent,USA,Borchert (2016),
821,Garcinia_gerrardii,Garcinia gerrardii,Garcinia,Clusiaceae,Arid,Primary,Paraxerus_palliatus,Sciuridae,cache,Rodent,South Africa,Viljoen (1983),
828,Gentiana_prostrata,Gentiana prostrata,Gentiana,Gentianaceae,Temperate,Secondary,Spermophilus_parryii,Sciuridae,cache,Rodent,Alaska,Gillis et al. (2005),
838,Ginkgo_biloba,Ginkgo biloba,Ginkgo,Ginkgoaceae,Temperate,Primary,,Sciuridae,cache,Rodent,China,Del Tredici (1989),
840,Gnetum_ula,Gnetum ula,Gnetum,Gnetaceae,Tropical,Secondary,Ratufa_indica,Sciuridae,cache,Rodent,India,Somanathan et al. (2007),
843,Grewia_bicolor,Grewia bicolor,Grewia,Malvaceae,Arid,Secondary,Funsciurus_congicus,Sciuridae,cache,Rodent,South Africa,Viljoen (1978),
847,Grewia_occidentalis,Grewia occidentalis,Grewia,Malvaceae,Arid,Secondary,Paraxerus_sp.,Sciuridae,cache,Rodent,South Africa,Viljoen (1983),
869,Harpephyllum_caffrum,Harpephyllum caffrum,Harpephyllum,Anacardiaceae,Arid,Primary,Paraxerus_palliatus,Sciuridae,cache,Rodent,South Africa,Viljoen (1983),
899,Horsfieldia_kingii,Horsfieldia kingii,Horsfieldia,Myristicaceae,Tropical,Secondary,"Callosciurus_pygerythrus, Brachytrupes (cricket), Muridae",Sciuridae,cache,Rodent,India,Sidhu & Datta (2015),
928,Isolona_deightonii,Isolona deightonii,Isolona,Annonaceae,Tropical,Secondary,Squirrel,Sciuridae,cache,Rodent,Nigeria,Dutton et al. (2014),
936,Juglans_ailantifolia,Juglans ailantifolia,Juglans,Juglandaceae,Temperate,Primary,Sciurus_lis,Sciuridae,cache,Rodent,Japan,Tamura & Shibasaki (1996),
937,Juglans_cinerea,Juglans cinerea,Juglans,Juglandaceae,Temperate,Secondary,Sciurus_carolinensis,Sciuridae,cache,Rodent,USA,Vander Wall (1990),
938,Juglans_mandshurica,Juglans mandshurica,Juglans,Juglandaceae,Temperate,Primary,Sciurotamias_davidianus,Sciuridae,cache,Rodent,China,Zhang et al. (2014b),
943,Juglans_mandshurica,Juglans mandshurica,Juglans,Juglandaceae,Temperate,Primary,Sciurotamias_davidianus,Sciuridae,cache,Rodent,China,Zhang et al. (2015),
944,Juglans_mandshurica,Juglans mandshurica,Juglans,Juglandaceae,Temperate,Primary,Tamias_sibiricus,Sciuridae,cache,Rodent,China,Zhang et al. (2015),
947,Juglans_nigra,Juglans nigra,Juglans,Juglandaceae,Temperate,Primary,Glaucomys_volans,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
948,Juglans_nigra,Juglans nigra,Juglans,Juglandaceae,Temperate,Primary,Sciurus_carolinensis,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
949,Juglans_nigra,Juglans nigra,Juglans,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
950,Juglans_nigra,Juglans nigra,Juglans,Juglandaceae,Temperate,Primary,Tamias_striatus,Sciuridae,cache,Rodent,USA,Blythe et al. (2015),
951,Juglans_nigra,Juglans nigra,Juglans,Juglandaceae,Temperate,Primary,"Sciurus_carolinensis, Sciurus_niger",Sciuridae,cache,Rodent,USA,Moore et al. (2007),
952,Juglans_nigra,Juglans nigra,Juglans,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Stapanian & Smith (1984),
955,Juglans_regia,Juglans regia,Juglans,Juglandaceae,Temperate,Primary,Sciurus_niger,Sciuridae,cache,Rodent,USA,Delgado (2017),
956,Juglans_regia,Juglans regia,Juglans,Juglandaceae,Temperate,Primary,Sciurus_vulgaris,Sciuridae,cache,Rodent,Japan,Lee (2002),
961,Juglans_regia,Juglans regia,Juglans,Juglandaceae,Temperate,Primary,Sciurotamias_davidianus,Sciuridae,cache,Rodent,China,Zhang et al. (2015),
962,Juglans_regia,Juglans regia,Juglans,Juglandaceae,Temperate,Primary,Tamias_sibiricus,Sciuridae,cache,Rodent,China,Zhang et al. (2015),
964,juncus_balticus,juncus balticus,Juncus,Juncaceae,Temperate,Primary,Spermophilus_undulatus,Sciuridae,cache,Rodent,Alaska,Vander Wall (1990),
975,Juniperus_occidentalis,Juniperus occidentalis,Juniperus,Cupressaceae,Arid,Secondary,Tamias_amoenus,Sciuridae,cache,Rodent,USA,Dimitri & Longland (2017),
