No.,Species,sp,accepted.family,hemisphere,latitude,longitude,StudyLocation.filter,Country,SeedMass,SeedMass.Source,SeedReleaseHeight,SeedReleaseHeight.Source,MaximumSDD,MeanSDD,mode,E or M,GF.binary,Reference.EL
1459,Quercus serrata,Quercus serrata,Fagaceae,N,35,105.5,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,1010,paper,25,eFloras,NA,3.05,vertebrate,experiment,woody,Xiao et al. 2013a
1463,Quercus aliena,Quercus aliena,Fagaceae,N,34.15833333,105.5416667,"WQ - Tianshui City, Gansu (elevation 700-3330m)",China,1700,paper,30,eFloras,30,6.98,vertebrate,experiment,woody,Yu et al. 2014
1464,Quercus aliena,Quercus aliena,Fagaceae,N,33.38333333,108.5,"MQ - Ningshan County, Shanxi (elevation 1470-2473m)",China,1700,paper,30,eFloras,31.9,7.31,vertebrate,experiment,woody,Yu et al. 2014
1465,Quercus aliena,Quercus aliena,Fagaceae,N,34.14166667,110.2,"EQ - Luonan County, Shanxi (elevation 800-1200m)",China,1700,paper,30,eFloras,35.4,9.41,vertebrate,experiment,woody,Yu et al. 2014
1466,Pinus armandii,Pinus armandii,Pinaceae,N,34.15833333,105.5416667,"WQ - Tianshui City, Gansu (elevation 700-3330m)",China,360,paper,35,eFloras,17.1,2.63,vertebrate,experiment,woody,Yu et al. 2014
1467,Pinus armandii,Pinus armandii,Pinaceae,N,33.38333333,108.5,"MQ - Ningshan County, Shanxi (elevation 1470-2473m)",China,360,paper,35,eFloras,11,3.19,vertebrate,experiment,woody,Yu et al. 2014
1468,Pinus armandii,Pinus armandii,Pinaceae,N,34.14166667,110.2,"EQ - Luonan County, Shanxi (elevation 800-1200m)",China,360,paper,35,eFloras,13.1,4.66,vertebrate,experiment,woody,Yu et al. 2014
1469,Prunus armeniaca,Prunus armeniaca,Rosaceae,N,35.2,112.2666667,"Yugong, Mount Taihangshan, Jiyuan, Henan Province (elevation 750 m)",China,1030,paper,10,Moles,NA,3.41,vertebrate,experiment,woody,Zhang et al. 2014
1470,Prunus davidiana,Prunus davidiana,Rosaceae,N,35.2,112.2666667,"Yugong, Mount Taihangshan, Jiyuan, Henan Province (elevation 750 m)",China,2320,paper,9.144,internet (Missouri Botanical Garden - PlantFinder),NA,3.81,vertebrate,experiment,woody,Zhang et al. 2014
1471,Quercus variabilis,Quercus variabilis,Fagaceae,N,35.2,112.2666667,"Yugong, Mount Taihangshan, Jiyuan, Henan Province (elevation 750 m)",China,3110,paper,25,Moles,NA,2.49,vertebrate,experiment,woody,Zhang et al. 2014
1473,Armeniaca sibirica,Prunus sibirica,Rosaceae,N,35.2,112.2666667,"Yugong, Mount Taihangshan, Jiyuan, Henan Province (elevation 750 m)",China,NA,NA,5,eFloras,38,7.04,vertebrate,experiment,woody,Zhang et al. 2016
1480,Hevea brasiliensis,Hevea brasiliensis,Euphorbiaceae,N,21.9525,101.2261111,Xishuangbanna National Nature Reserve,China,4750,paper,40,paper,67,10.79208925,vertebrate,experiment,woody,Zhou et al. 2015
1481,Hevea brasiliensis,Hevea brasiliensis,Euphorbiaceae,N,22.21111111,100.8788889,Xishuangbanna National Nature Reserve,China,4750,paper,40,paper,67,9.685814186,vertebrate,experiment,woody,Zhou et al. 2015
1482,Hevea brasiliensis,Hevea brasiliensis,Euphorbiaceae,N,22.13178611,100.6711333,Nabanhe National Nature Reserve,China,4750,paper,40,paper,67,7.890547264,vertebrate,experiment,woody,Zhou et al. 2015
1485,Astrocaryum aculeatissimum,Astrocaryum aculeatissimum,Arecaceae,S,-22.53333333,-42.3,Po?o das Antas Biological Reserve,Brazil,17360,paper,8,paper,48.7,6.8,vertebrate,experiment,woody,Pires & Galetti 2012
1486,Beilschmiedia tawa,Beilschmiedia tawa,Lauraceae,S,-39.06666667,174.0833333,"Taranaki, New Plymouth (elevation 14-176m)",New Zealand,2000,paper,30,paper,1469,95,vertebrate,model,woody,Wotton & Kelly 2012
1487,Vitex lucens,Vitex lucens,Lamiaceae,S,-39.06666667,174.0833333,"Taranaki, New Plymouth (elevation 14-176m)",New Zealand,670,paper,20,paper,1469,98,vertebrate,model,woody,Wotton & Kelly 2012
1488,Pseudopanax arboreus,Neopanax arboreus,Araliaceae,S,-39.06666667,174.0833333,"Taranaki, New Plymouth (elevation 14-176m)",New Zealand,6.3,paper,8,paper,1469,61,vertebrate,model,woody,Wotton & Kelly 2012
1489,Fagus sylvatica,Fagus sylvatica,Fagaceae,N,52.77,15.07,Gorzowska Forest,Poland,300,paper,40,other paper,9.4,NA,vertebrate,experiment,woody,Wróbel & Zwolak 2013
1492,Annona muricata,Annona muricata,Annonaceae,S,-5.35,-74.5,Pacaya-Samiria National Reserve,Peru,396,Kew,6.096,USDA,5412.7,422.3,vertebrate,model,woody,Anderson et al. 2011
1493,Cayaponia cruegeri,Cayaponia cruegeri,Cucurbitaceae,S,-5.35,-74.5,Pacaya-Samiria National Reserve,Peru,NA,NA,NA,NA,5363.9,337.3,vertebrate,model,woody,Anderson et al. 2011
1494,Cayaponia tubulosa,Cayaponia tubulosa,Cucurbitaceae,S,-5.35,-74.5,Pacaya-Samiria National Reserve,Peru,NA,NA,NA,NA,5486.2,552.5,vertebrate,model,woody,Anderson et al. 2011
1495,Cecropia latiloba,Cecropia latiloba,Urticaceae,S,-5.35,-74.5,Pacaya-Samiria National Reserve,Peru,2,Kew,10,internet (Flora of the Guianas),5436,380.7,vertebrate,model,woody,Anderson et al. 2011
1496,Duroia duckei,Duroia duckei,Rubiaceae,S,-5.35,-74.5,Pacaya-Samiria National Reserve,Peru,NA,NA,NA,NA,5494.8,341.4,vertebrate,model,woody,Anderson et al. 2011
1500,Prunus avium,Prunus avium,Rosaceae,N,49.8,8.058333333,Rhineland-Palatinate,Germany,187,other paper,20,paper,774,NA,vertebrate,model,woody,Breitbach et al. 2012
1511,Olea europaea,Olea europaea,Oleaceae,N,39.5,-4.5,"?Lugar Nuevo?, a State Property of 9335 ha, located in the Sierra de And?jar Natural Park (elevation 440m)",Spain,370,paper,10,Useful Temperate Plants,7400,4100,vertebrate,experiment,woody,Perea & Gutiérrez-Galán 2016
1512,Quercus pyrenaica,Quercus pyrenaica,Fagaceae,N,41.11666667,-3.5,"Ayllon mountain range, Madrid province (elevation 1400m)",Spain,7000,paper,20,internet (wikipedia),132.15,20.36,vertebrate,experiment,woody,Perea et al. 2011
1527,Attalea phalerata,Attalea phalerata,Arecaceae,S,-12.040649,-71.723036,Cocha Cashu Biology Field Station (CC) in Manu National Park,Peru,35426.82089,paper calculation,25,paper,23,3.4,vertebrate,experiment,woody,Choo et al. 2012
1528,Attalea phalerata,Attalea phalerata,Arecaceae,S,-12.040649,-71.723036,Cocha Cashu Biology Field Station (CC) in Manu National Park,Peru,45567.10965,paper calculation,25,paper,70.6,7.3,vertebrate,experiment,woody,Choo et al. 2012
1529,Castanopsis indica,Castanopsis indica,Fagaceae,N,22.88333333,120.7333333,"Mao-lin Village of Kaoshiung County, southwestern Taiwan (elevation 725m)",China,4270,paper,25,paper,21.6,7,vertebrate,experiment,woody,Chou et al. 2011
1530,Xylopia aromatica,Xylopia aromatica,Annonaceae,S,-22.2,-47.85,Estacao Experimental de Itirapina,Brazil,60,paper,6,internet (Useful Tropical Plants),40,16.3,vertebrate,experiment,woody,Christianini & Oliveira 2010
1534,Astrocaryum aculeatissimum,Astrocaryum aculeatissimum,Arecaceae,S,-24.387588,-47.094876,"Jureia-Itatins, Sao Paulo State",Brazil,17360,paper,8,paper,NA,4.4,vertebrate,experiment,woody,Donatti et al. 2009
1538,Schinus molle,Schinus molle,Anacardiaceae,S,-28.79016667,24.78286111,"Kimberley, Northern Cape province (elevation 1198m)",South Africa,30.8,Kew,8,internet (Useful Tropical Plants),320,82.28464157,vertebrate,experiment,woody,Iponga et al. 2009
1541,Pouteria campechiana,Pouteria campechiana,Sapotaceae,N,19.5,-88.16666667,"Felipe Carrillo Puerto, Quintana Roo",Mexico,1350,Kew,8,internet (Useful Tropical Plants),18.4,11.2,vertebrate,experiment,woody,Gutiérrez-Granados 2011
1543,Macrozamia miquelii,Macrozamia miquelii,Zamiaceae,S,-23.33333333,150.5833333,"Mount Archer National Park, Rockhampton, Queensland",Australia,3070,paper,0.5,paper,5,0.55,vertebrate,experiment,woody,Hall & Walter 2013
1544,Bertholletia excelsa,Bertholletia excelsa,Lecythidaceae,S,-4.233333333,-62.38333333,"Lago Uauacu, Rio Purus region, Amazonia",Brazil,6700,paper,50,paper,50.1,7.5,vertebrate,experiment,woody,Haugaasen et al. 2010
1547,Astrocaryum standleyanum,Astrocaryum standleyanum,Arecaceae,N,9.166666667,-79.85,Barro Colorado Island,Panama,9600,paper,5,other paper,280,16.8,vertebrate,experiment,woody,Hirsch et al. 2012; Jansen et al. 2012
1551,Astrocaryum aculeatum,Astrocaryum aculeatum,Arecaceae,S,-2.4417,-59.7858,"Biological Dynamics of Forest Fragments Project, Manaus, central Amazon",Brazil,14950,Kew,25,paper,40,6.4,vertebrate,experiment,woody,Jorge & Howe 2009
1553,Myrica rubra,Myrica rubra,Myricaceae,N,30.33333333,130.5,Yakushima Island,Japan,220,other paper,18,Moles,634,270,vertebrate,experiment,woody,Terakawa et al. 2009
1556,Genipa americana,Genipa americana,Rubiaceae,N,10.837931,-85.705112,"Santa Rosa National Park, Guanacaste Province",Costa Rica,100.349553,Moles,30,Moles,115,52,vertebrate,experiment,woody,Valenta et al. 2015
1560,Araucaria angustifolia,Araucaria angustifolia,Araucariaceae,S,-29.41666667,-50.4,S?o Francisco de Paula National Forest (elevation 775m),Brazil,7500,paper,40,internet (wikipedia),NA,6.33,vertebrate,experiment,woody,Vieira et al. 2011
1564,Bactris setulosa,Bactris setulosa,Arecaceae,N,0.366666667,-79.75,Bilsa Biological Station,Ecuador,2056.435386,paper calculation,10,internet (Useful Tropical Plants),1338,257,vertebrate,model,woody,Karubian et al. 2012
1565,Oenocarpus bataua,Oenocarpus bataua,Arecaceae,N,0.366666667,-79.75,Bilsa Biological Station,Ecuador,10900,other paper,26,other paper,1338,237.5,vertebrate,model,woody,Karubian et al. 2012
1567,Otoba gordoniifolia,Otoba gordoniifolia,Myristicaceae,N,0.366666667,-79.75,Bilsa Biological Station,Ecuador,12893.35249,paper calculation,30,internet (Useful Tropical Plants),1338,257,vertebrate,model,woody,Karubian et al. 2012
1568,Virola dixonii,Virola dixonii,Myristicaceae,N,0.366666667,-79.75,Bilsa Biological Station,Ecuador,2804.409041,paper calculation,NA,NA,1338,237.5,vertebrate,model,woody,Karubian et al. 2012
1570,Ficus crassiuscula,Ficus crassiuscula,Moraceae,N,0.366666667,-79.75,Bilsa Biological Station,Ecuador,2.088270018,paper calculation,25,other paper (Daniels & Lawto 1993),1338,285,vertebrate,model,woody,Karubian et al. 2012
1572,Virola nobilis,Virola surinamensis,Myristicaceae,N,9.125666667,-79.69016667,Soberan?a National Park,Panama,4000,paper,50,Moles,NA,69,vertebrate,model,woody,Kays et al. 2011
1573,Dasymaschalon glaucum,Dasymaschalon glaucum,Annonaceae,N,14.43333333,101.3666667,Khao Yai National Park,Thailand,60.90668675,paper calculation,8,eFloras,454,NA,vertebrate,model,woody,Khamcha et al. 2014
1574,Celastrus sp.,Celastrus sp.,Celastraceae,N,14.43333333,101.3666667,Khao Yai National Park,Thailand,44.96591159,paper calculation,NA,NA,454,NA,vertebrate,model,woody,Khamcha et al. 2014
1575,Astrocaryum standleyanum,Astrocaryum standleyanum,Arecaceae,N,9.166666667,-79.75,Soberan?a National Park,Panama,9600,other paper,5,other paper,20,3.59,vertebrate,experiment,woody,Lambert et al. 2014; Dittel et al. (2015)
1576,Attalea butyracea,Attalea butyracea,Arecaceae,N,9.166666667,-79.75,Soberan?a National Park,Panama,20640.93528,paper calculation,5,other paper,42.6,6.125,vertebrate,experiment,woody,Lambert et al. 2014; Dittel et al. (2015)
1599,Quercus ilex,Quercus ilex,Fagaceae,N,42.08333333,-3.75,"Lerma, northern plateau of central Spain (elevation 930m)",Spain,2311,other paper,25,Moles,69.19,4.083416988,vertebrate,experiment,woody,Morán-López et al. 2015
1600,Quercus ilex,Quercus ilex,Fagaceae,N,39.58333333,-3.033333333,"vicinity of Quintanar de la Orden, southern plateau of central Spain (elevation 870m)",Spain,2311,other paper,25,Moles,37.45,2.14981295,vertebrate,experiment,woody,Morán-López et al. 2015
1603,Dialium zenkeri,Dialium zenkeri,Fabaceae,N,0.185555556,22.63277778,"Wamba, Luo Scientific Reserve",Congo,NA,NA,40,internet (Useful Tropical Plants),1886,783,vertebrate,experiment,woody,Tsuji et al. 2010
1604,Dialium pachyphyllum,Dialium pachyphyllum,Fabaceae,N,0.185555556,22.63277778,"Wamba, Luo Scientific Reserve",Congo,NA,NA,20,internet (Useful Tropical Plants),1031,777,vertebrate,experiment,woody,Tsuji et al. 2010
1611,Aextoxicon punctatum,Aextoxicon punctatum,Aextoxicaceae,S,-30.65833333,-71.67916667,Fray Jorge National Park (elevation 550m),Chile,325.26,Kew,25,paper,102.9,15,vertebrate,experiment,woody,Núñez-Ávila et al. 2013
1615,Neochamaelea pulverulenta,Cneorum pulverulentum,Rutaceae,N,27.92021944,-15.54743611,Canary Islands,Spain,290.3935074,paper calculation,2.7,paper,94.2,NA,vertebrate,experiment,woody,Pérez-Méndez et al. 2016
1616,Neochamaelea pulverulenta,Cneorum pulverulentum,Rutaceae,N,28.29156389,-16.62913056,Canary Islands,Spain,290.3935074,paper calculation,2.7,paper,46.4,NA,vertebrate,experiment,woody,Pérez-Méndez et al. 2016
1617,Neochamaelea pulverulenta,Cneorum pulverulentum,Rutaceae,N,28.10330278,-17.21935833,Canary Islands,Spain,290.3935074,paper calculation,2.7,paper,4.5,NA,vertebrate,experiment,woody,Pérez-Méndez et al. 2016
1618,Chomelia obtusa,Chomelia obtusa,Rubiaceae,S,-29.61666667,-53.86666667,"Santa Maria, Rio Grande do Sul, Pampa Biome",Brazil,NA,NA,NA,NA,26.94,4.826,vertebrate,experiment,woody,Pietczak et al. 2013
1619,Ficus luschnathiana,Ficus luschnathiana,Moraceae,S,-29.61666667,-53.86666667,"Santa Maria, Rio Grande do Sul, Pampa Biome",Brazil,1.2,Chen,26,internet (Useful Tropical Plants),46.67,11.664,vertebrate,experiment,woody,Pietczak et al. 2013
1620,Smilax spp.,Smilax spp.,Smilacaceae,S,-29.61666667,-53.86666667,"Santa Maria, Rio Grande do Sul, Pampa Biome",Brazil,NA,NA,NA,NA,20,2.923,vertebrate,experiment,herbaceous,Pietczak et al. 2013
1622,Quercus ilex,Quercus ilex,Fagaceae,N,37.08333333,-3.466666667,Sierra Nevada National Park,Spain,2311,other paper,25,Moles,15.9186,262.9,vertebrate,experiment,woody,Gómez 2003; Puerta-Piñero et al. 2010
1629,Amyema quandang,Amyema quandang,Loranthaceae,S,-33.66666667,147.6666667,"Forbes, NSW",Australia,102.9691111,paper calculation,NA,NA,700,201.5,vertebrate,model,woody,Rawsthorne et al. 2011
1631,Araucaria angustifolia,Araucaria angustifolia,Araucariaceae,S,-28.23333333,-51.18333333,"Aracuri-Esmeralda Ecological Station, Muitos Cap?es, state of Rio Grande do Sul (elevation 800m)",Brazil,7500,paper,40,internet (wikipedia),59.2,12.535,vertebrate,experiment,woody,Ribeiro & Vieira 2014
1633,Dipteryx oleifera,Dipteryx oleifera,Fabaceae,N,12.08333333,-83.91666667,La Uni?n (elevation 15m),Nicaragua,25200,paper,50,paper,65,23.77,vertebrate,experiment,woody,Ruiz et al. 2010
1642,Prunus spinosa,Prunus spinosa,Rosaceae,N,52.53333333,6.483333333,Junner Koeland along the river Overijsselse Vecht,Netherlands,225.8,Kew,3,LEDA,7.8,1.465,vertebrate,experiment,woody,Scheper & Smit 2011
1648,Dillenia indica,Dillenia indica,Dilleniaceae,N,26.70833333,89.625,"Buxa Tiger Reserve, West Bengal",India,103100,paper,30,eFloras,46563,2246.333333,vertebrate,model,woody,Sekar et al. 2015
1649,Artocarpus chaplasha,Artocarpus chama,Moraceae,N,26.70833333,89.625,"Buxa Tiger Reserve, West Bengal",India,588.24,Kew,40,eFloras,54580,2290.058824,vertebrate,model,woody,Sekar et al. 2015
1650,Careya arborea,Careya arborea,Lecythidaceae,N,26.70833333,89.625,"Buxa Tiger Reserve, West Bengal",India,357.14,Kew,20,internet (Useful Tropical Plants),54419,2321.666667,vertebrate,model,woody,Sekar et al. 2015
1681,Oenocarpus bataua,Oenocarpus bataua,Arecaceae,N,6.760277778,-75.10777778,"middle basin of the Porce River, sobre la Cordillera Central andina de Colombia (elevation 925-1100m)",Colombia,10900,paper,26,paper,53,3.1,vertebrate,experiment,woody,Rojas-Robles et al. 2012
1703,Kalopanax pictus,Acer pictum,Sapindaceae,N,36.93333333,140.5833333,"Ogawa Forest Reserve (OFR) in Kitaibaraki, Ibaraki",Japan,4.5,paper,30,paper,90,NA,vertebrate,experiment,woody,Iida & Nakashizuka 1998
1741,Prosopis flexuosa,Prosopis flexuosa,Fabaceae,S,-34.03333333,-67.96666667,"Man and Biosphere Reserve of Nacunan (elevation 540m), Mendoza Province",Argentina,57.62,Kew,10,internet (wikipedia),14,4.62,vertebrate,experiment,woody,Campos et al. 2017
1743,Pittosporopsis kerrii,Pittosporopsis kerrii,Icacinaceae,N,21.83333333,101.2,Xishuangbanna National Nature Reserve,China,5580,paper,7,eFloras,34,8,vertebrate,experiment,woody,Cao et al. 2017
1744,Camellia kissii,Camellia kissii,Theaceae,N,21.83333333,101.2,Xishuangbanna National Nature Reserve,China,1580,paper,5,eFloras,70.2,7.05,vertebrate,experiment,woody,Cao et al. 2017
1746,Juglans regia,Juglans regia,Juglandaceae,N,37.16761944,-3.616055556,Vega de Granada (elevation 650m),Spain,9440,paper,25,LEDA,158.5,39.6,vertebrate,experiment,woody,Castro et al. 2017
1747,Quercus aliena,Quercus aliena,Fagaceae,N,31.31666667,110.4833333,Shennongjia,China,1911,Kew,30,eFloras,42,4.76,vertebrate,experiment,woody,Chen et al. 2017b
1748,Carya laciniosa,Carya laciniosa,Juglandaceae,N,38.31666667,-84.35,"Griffith Woods, Harrison County, KY",USA,15141,Kew,41,eFloras,NA,6.94,vertebrate,experiment,woody,Cilles et al. 2016
1749,Quercus muehlenbergii,Quercus muehlenbergii,Fagaceae,N,38.31666667,-84.35,"Griffith Woods, Harrison County, KY",USA,1192.17,other paper,21.336,USDA,2.4,1.2,vertebrate,experiment,woody,Cilles et al. 2016
1751,Juniperus osteosperma,Juniperus osteosperma,Cupressaceae,N,39.10388889,-119.6391667,"Pine Nut Mountains, W Nevada (elevation 1861m)",USA,121,paper,6,internet (conifers.org),27.5,6.860078227,vertebrate,experiment,woody,Dimitri et al. 2017
1752,Juniperus occidentalis,Juniperus occidentalis,Cupressaceae,N,40.70055556,-120.2944444,"Shinn Peak, NE California (elevation 1678m)",USA,36,paper,15,internet (conifers.org),NA,7.079147921,vertebrate,experiment,woody,Dimitri et al. 2017
1762,Pilosocereus gounellei,Pilosocereus gounellei,Cactaceae,S,-7.470833333,-36.88083333,"reserve RPPN Fazenda Almas, Sume and Sao Jose dos Cordeiros, State of Paraiba",Brazil,1.3,other paper,4,paper,NA,6.5,vertebrate,experiment,woody,Gomes et al. 2016
1781,Xanthium strumarium,Xanthium strumarium,Asteraceae,N,47.616155,1.517261,"Domaine National de Chambord, Chambord",France,400,paper,0.75,paper,2846.78,423,vertebrate,experiment,herbaceous,Liehrmann et al. 2018
1782,Alliaria petiolata,Alliaria petiolata,Brassicaceae,N,40.66618056,-88.89875833,"Merwin Nature Preserve and South Breens Woods, Parklands Foundation, IL",USA,2.245,paper,1.2,other paper,3.25,0.53,vertebrate,experiment,herbaceous,Loebach & Anderson 2018
1783,Quercus chenii,Quercus chenii,Fagaceae,N,30.51347222,114.5022222,"Jiufeng Hill Forest Park, Wuhan, Hubei Province",China,1089.092575,paper calculation,30,eFloras,NA,5.95,vertebrate,experiment,woody,Niu et al. 2018
1786,Ligustrum lucidum,Ligustrum lucidum,Oleaceae,S,-26.78333333,-65.33333333,"Sierra de San Javier, Tucuman",Argentina,31,Kew,14,paper,80,NA,vertebrate,model,woody,Powell & Aráoz 2018
1788,Quercus rubra,Quercus rubra,Fagaceae,N,42.5,-72,"Harvard Forest, Petersham, Massachusetts",USA,4620,paper,25,LEDA,10,2.22830303,vertebrate,experiment,woody,Wróbel & Zwolak 2017
1790,Juglans mandshurica,Juglans mandshurica,Juglandaceae,N,41.83333333,124.7833333,"Daxicha, Liaoning Province (elevation 700m)",China,10510,paper,25,eFloras,NA,7.025,vertebrate,experiment,woody,Wang et al. 2017a
1792,Quercus aliena,Quercus aliena,Fagaceae,N,33.55,107.6833333,"Foping National Nature Reserve, Qinling Mountains, Shanxi Province (elevation 1200m)",China,1590,other paper,30,eFloras,NA,3.11275,vertebrate,experiment,woody,Wang et al. 2017b
1808,Gambeya lacourtiana,Gambeya lacourtiana,Sapotaceae,N,0.218963889,12.71351111,"Ipassa Research Station, Ogooue-Ivindo (Ivindo National Park)",Gabon,2800,paper,50,paper,13.5,3.2,vertebrate,experiment,woody,Rosin & Poulsen 2017
