source,site_id,lat,long,family,genus,species,sp,mode,color_desc,habit,fruit_length
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Arctostaphylos,alpinus,Arctostaphylos alpinus,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Vaccinium,oxycoccos,Vaccinium oxycoccos,endo,red,shrub,9
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Vaccinium,microcarpum,Vaccinium microcarpum,endo,unknown,shrub,6.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,endo,red,shrub,7.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Vaccinium,uliginosum,Vaccinium uliginosum,endo,black,shrub,8.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Ericaceae,Empetrum,nigrum,Empetrum nigrum,endo,black,shrub,5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Oleaceae,Ligustrum,vulgare,Ligustrum vulgare,endo,black,shrub,7
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Verbenaceae,Lantana,camara,Lantana camara,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Solanaceae,Atropa,bella-donna,Atropa bella-donna,endo,black,herb,17.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Solanaceae,Physalis,alkekengi,Physalis alkekengi,endo,red,herb,14.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Solanaceae,Solanum,luteum,Solanum luteum,endo,red,herb,8
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Rubiaceae,Rubia,tatarica,Rubia tatarica,endo,unknown,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Sambucus,ebulus,Sambucus ebulus,endo,black,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Sambucus,racemosa,Sambucus racemosa,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Viburnum,opulus,Viburnum opulus,endo,red,shrub,8
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Viburnum,lantana,Viburnum lantana,endo,black,shrub,8
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Lonicera,caerulea,Lonicera caerulea,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Lonicera,nigra,Lonicera nigra,endo,black,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Caprifoliaceae,Lonicera,xylosteum,Lonicera xylosteum,endo,red,shrub,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Adoxaceae,Adoxa,moschatellina,Adoxa moschatellina,endo,green,herb,5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Alismataceae,Caldesia,parnassifolia,Caldesia parnassifolia,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,nodosus,Potamogeton nodosus,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,gramineus,Potamogeton gramineus,endo,unknown,aquatic,2.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,alpinus,Potamogeton alpinus,endo,unknown,aquatic,27.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,praelongus,Potamogeton praelongus,endo,unknown,aquatic,4.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,friesii,Potamogeton friesii,endo,unknown,aquatic,2.25
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,rutilus,Potamogeton rutilus,endo,unknown,aquatic,1.75
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,obtusifolius,Potamogeton obtusifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,trichoides,Potamogeton trichoides,endo,unknown,aquatic,3
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,compressus,Potamogeton compressus,endo,unknown,aquatic,3.75
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Potamogetonaceae,Potamogeton,acutifolius,Potamogeton acutifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Convallaria,majalis,Convallaria majalis,endo,red,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Maianthemum,bifolium,Maianthemum bifolium,endo,red,herb,5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Streptopus,amplexifolius,Streptopus amplexifolius,endo,red,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Polygonatum,latifolium,Polygonatum latifolium,endo,black,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Polygonatum,multiflorum,Polygonatum multiflorum,endo,black,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Polygonatum,odoratum,Polygonatum odoratum,endo,black,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Paris,quadrifolia,Paris quadrifolia,endo,black,herb,NA
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Asparagus,verticillatus,Asparagus verticillatus,endo,black,herb,6.75
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Asparagus,brachyphyllus,Asparagus brachyphyllus,endo,red,herb,5.75
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Asparagus,maritimus,Asparagus maritimus,endo,red,herb,9
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Asparagus,officinalis,Asparagus officinalis,endo,red,herb,6
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Asparagus,pseudoscaber,Asparagus pseudoscaber,endo,red,herb,9
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Liliaceae,Asparagus,tenuifolius,Asparagus tenuifolius,endo,red,herb,13
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Araceae,Calla,palustris,Calla palustris,endo,red,herb,5
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Araceae,Arum,maculatum,Arum maculatum,endo,red,herb,35
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Araceae,Arum,orientale,Arum orientale,endo,red,herb,70
Flora Europaea,RUSSIA_W,48.9407099,31.59306185,Araceae,Arum,elongatum,Arum elongatum,endo,red,herb,60
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Cupressaceae,Juniperus,sabina,Juniperus sabina,endo,black,shrub,5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Ephedraceae,Ephedra,distachya,Ephedra distachya,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Caryophyllaceae,Cucubalus,baccifer,Cucubalus baccifer,endo,black,herb,7
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Nymphaeaceae,Nymphaea,candida,Nymphaea candida,endo,unknown,aquatic,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Nymphaeaceae,Nuphar,pumila,Nuphar pumila,endo,unknown,aquatic,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Ranunculaceae,Actaea,spicata,Actaea spicata,endo,black,herb,12.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Berberidaceae,Berberis,vulgaris,Berberis vulgaris,endo,unknown,shrub,7.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Papaveraceae,Corydalis,cava,Corydalis cava,endo,unknown,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Papaveraceae,Corydalis,solida,Corydalis solida,endo,unknown,herb,17.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Grossulariaceae,Ribes,spicatum,Ribes spicatum,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Grossulariaceae,Ribes,nigrum,Ribes nigrum,endo,black,shrub,12
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Rubus,saxatilis,Rubus saxatilis,endo,red,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Rosa,pimpinellifolia,Rosa pimpinellifolia,endo,black,shrub,6
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Rosa,majalis,Rosa majalis,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Rosa,subcollina,Rosa subcollina,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Rosa,corymbifera,Rosa corymbifera,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Rosa,agrestis,Rosa agrestis,endo,red,shrub,12.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Fragaria,viridis,Fragaria viridis,endo,unknown,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Pyrus,pyraster,Pyrus pyraster,endo,yellow,tree,24
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Malus,praecox,Malus praecox,endo,unknown,tree,22.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Cotoneaster,niger,Cotoneaster niger,endo,black,shrub,7.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Crataegus,sanguinea,Crataegus sanguinea,endo,red,shrub,10
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Crataegus,altaica,Crataegus altaica,endo,yellow,tree,9
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Crataegus,calycina,Crataegus calycina,endo,red,shrub,9.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Crataegus,pallasii,Crataegus pallasii,endo,black,shrub,11
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Crataegus,ambigua,Crataegus ambigua,endo,red,shrub,12.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Crataegus,pentagyna,Crataegus pentagyna,endo,black,shrub,12.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Prunus,tenella,Prunus tenella,endo,,shrub,16
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Prunus,fruticosa,Prunus fruticosa,endo,red,shrub,8.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rosaceae,Prunus,padus,Prunus padus,endo,black,tree,7
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Anacardiaceae,Cotinus,coggygria,Cotinus coggygria,endo,unknown,shrub,3.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Celastraceae,Euonymus,verrucosus,Euonymus verrucosus,endo,orange,shrub,10
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rhamnaceae,Rhamnus,catharticus,Rhamnus catharticus,endo,black,shrub,7
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rhamnaceae,Frangula,alnus,Frangula alnus,endo,black,shrub,8
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Thymelaeaceae,Daphne,mezereum,Daphne mezereum,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Thymelaeaceae,Daphne,sophia,Daphne sophia,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Thymelaeaceae,Diarthron,vesculosum,Diarthron vesculosum,endo,black,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Cucurbitaceae,Ecballium,elaterium,Ecballium elaterium,endo,green,herb,45
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Cucurbitaceae,Bryonia,alba,Bryonia alba,endo,black,herb,7.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Ericaceae,Vaccinium,oxycoccos,Vaccinium oxycoccos,endo,red,shrub,9
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Ericaceae,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,endo,red,shrub,7.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Verbenaceae,Lantana,camara,Lantana camara,endo,black,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Solanaceae,Lycium,ruthenicum,Lycium ruthenicum,endo,black,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Solanaceae,Physalis,alkekengi,Physalis alkekengi,endo,red,herb,14.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Rubiaceae,Rubia,tatarica,Rubia tatarica,endo,unknown,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Caprifoliaceae,Viburnum,opulus,Viburnum opulus,endo,red,shrub,8
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Caprifoliaceae,Lonicera,tatarica,Lonicera tatarica,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Caprifoliaceae,Lonicera,xylosteum,Lonicera xylosteum,endo,red,shrub,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Adoxaceae,Adoxa,moschatellina,Adoxa moschatellina,endo,green,herb,5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,nodosus,Potamogeton nodosus,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,gramineus,Potamogeton gramineus,endo,unknown,aquatic,2.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,alpinus,Potamogeton alpinus,endo,unknown,aquatic,27.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,friesii,Potamogeton friesii,endo,unknown,aquatic,2.25
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,obtusifolius,Potamogeton obtusifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,trichoides,Potamogeton trichoides,endo,unknown,aquatic,3
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,compressus,Potamogeton compressus,endo,unknown,aquatic,3.75
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Potamogetonaceae,Potamogeton,acutifolius,Potamogeton acutifolius,endo,unknown,aquatic,3.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Convallaria,majalis,Convallaria majalis,endo,red,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Maianthemum,bifolium,Maianthemum bifolium,endo,red,herb,5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Polygonatum,latifolium,Polygonatum latifolium,endo,black,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Polygonatum,multiflorum,Polygonatum multiflorum,endo,black,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Polygonatum,odoratum,Polygonatum odoratum,endo,black,herb,NA
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Asparagus,verticillatus,Asparagus verticillatus,endo,black,herb,6.75
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Asparagus,bresleranus,Asparagus bresleranus,endo,black,herb,6.5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Asparagus,persicus,Asparagus persicus,endo,red,herb,6
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Asparagus,brachyphyllus,Asparagus brachyphyllus,endo,red,herb,5.75
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Asparagus,kasakstanicus,Asparagus kasakstanicus,endo,red,herb,7
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Liliaceae,Asparagus,officinalis,Asparagus officinalis,endo,red,herb,6
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Araceae,Calla,palustris,Calla palustris,endo,red,herb,5
Flora Europaea,RUSSIA_E,49.38478613,46.20182085,Araceae,Arum,elongatum,Arum elongatum,endo,red,herb,60
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cupressaceae,Juniperus,oxycedrus,Juniperus oxycedrus,endo,red,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cupressaceae,Juniperus,foetidissima,Juniperus foetidissima,endo,black,tree,9.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cupressaceae,Juniperus,excelsa,Juniperus excelsa,endo,black,tree,8
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cupressaceae,Juniperus,sabina,Juniperus sabina,endo,black,shrub,5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Ephedraceae,Ephedra,distachya,Ephedra distachya,endo,red,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Ulmaceae,Celtis,glabrata,Celtis glabrata,endo,unknown,tree,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Ulmaceae,Celtis,tournefortii,Celtis tournefortii,endo,yellow,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Loranthaceae,Loranthus,europaeus,Loranthus europaeus,endo,yellow,shrub,10
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Caryophyllaceae,Cucubalus,baccifer,Cucubalus baccifer,endo,black,herb,7
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Ranunculaceae,Actaea,spicata,Actaea spicata,endo,black,herb,12.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Berberidaceae,Berberis,vulgaris,Berberis vulgaris,endo,unknown,shrub,7.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Papaveraceae,Corydalis,cava,Corydalis cava,endo,unknown,herb,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Papaveraceae,Corydalis,paczoskii,Corydalis paczoskii,endo,unknown,herb,21
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rubus,candicans,Rubus candicans,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rubus,canescens,Rubus canescens,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rubus,hirtus,Rubus hirtus,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,pimpinellifolia,Rosa pimpinellifolia,endo,black,shrub,6
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,gallica,Rosa gallica,endo,red,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,jundzillii,Rosa jundzillii,endo,red,shrub,12
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,corymbifera,Rosa corymbifera,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,tomentosa,Rosa tomentosa,endo,red,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,rubiginosa,Rosa rubiginosa,endo,red,shrub,12.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,micrantha,Rosa micrantha,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Rosa,turcica,Rosa turcica,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Fragaria,viridis,Fragaria viridis,endo,unknown,herb,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Pyrus,caucasica,Pyrus caucasica,endo,brown,tree,25
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Pyrus,salvifolia,Pyrus salvifolia,endo,unknown,tree,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Pyrus,elaeagrifolia,Pyrus elaeagrifolia,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Sorbus,domestica,Sorbus domestica,endo,brown,tree,20
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Sorbus,torminalis,Sorbus torminalis,endo,brown,tree,15
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Sorbus,graeca,Sorbus graeca,endo,red,shrub,12
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Sorbus,umbellata,Sorbus umbellata,endo,yellow,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Amelanchier,ovalis,Amelanchier ovalis,endo,black,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Cotoneaster,integerrimus,Cotoneaster integerrimus,endo,red,shrub,7
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Cotoneaster,niger,Cotoneaster niger,endo,black,shrub,7.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Cotoneaster,tauricus,Cotoneaster tauricus,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Pyracantha,coccinea,Pyracantha coccinea,endo,red,shrub,6
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Mespilus,germanica,Mespilus germanica,endo,brown,shrub,25
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,taurica,Crataegus taurica,endo,red,shrub,13.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,microphylla,Crataegus microphylla,endo,red,shrub,10.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,pallasii,Crataegus pallasii,endo,black,shrub,11
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,karadaghensis,Crataegus karadaghensis,endo,black,shrub,11
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,sphaenophylla,Crataegus sphaenophylla,endo,red,shrub,12
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,pentagyna,Crataegus pentagyna,endo,black,shrub,12.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,schraderana,Crataegus schraderana,endo,red,shrub,13
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Crataegus,laciniata,Crataegus laciniata,endo,red,shrub,17.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Prunus,tenella,Prunus tenella,endo,,shrub,16
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Prunus,cerasifera,Prunus cerasifera,endo,red,shrub,25
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Prunus,avium,Prunus avium,endo,red,tree,10.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Prunus,mahaleb,Prunus mahaleb,endo,black,shrub,9
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rosaceae,Prunus,padus,Prunus padus,endo,black,tree,7
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Anacardiaceae,Rhus,coriaria,Rhus coriaria,endo,black,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Anacardiaceae,Cotinus,coggygria,Cotinus coggygria,endo,unknown,shrub,3.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Anacardiaceae,Pistacia,atlantica,Pistacia atlantica,endo,brown,tree,6
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Celastraceae,Euonymus,latifolius,Euonymus latifolius,endo,orange,shrub,17.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Celastraceae,Euonymus,verrucosus,Euonymus verrucosus,endo,orange,shrub,10
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rhamnaceae,Rhamnus,catharticus,Rhamnus catharticus,endo,black,shrub,7
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Rhamnaceae,Frangula,alnus,Frangula alnus,endo,black,shrub,8
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Vitaceae,Vitis,vinifera,Vitis vinifera,endo,unknown,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cucurbitaceae,Ecballium,elaterium,Ecballium elaterium,endo,green,herb,45
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cucurbitaceae,Bryonia,alba,Bryonia alba,endo,black,herb,7.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Thelogonaceae,Theligonum,cynocrambe,Theligonum cynocrambe,endo,unknown,herb,2
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Cornaceae,Cornus,mas,Cornus mas,endo,red,shrub,12.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Ericaceae,Arbutus,andrachne,Arbutus andrachne,endo,orange,shrub,10
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Oleaceae,Jasminum,fruticans,Jasminum fruticans,endo,black,shrub,8
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Oleaceae,Ligustrum,vulgare,Ligustrum vulgare,endo,black,shrub,7
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Oleaceae,Olea,europaea,Olea europaea,endo,black,tree,22.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Verbenaceae,Vitex,agnus-castus,Vitex agnus-castus,endo,black,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Verbenaceae,Lantana,camara,Lantana camara,endo,black,shrub,NA
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Solanaceae,Atropa,bella-donna,Atropa bella-donna,endo,black,herb,17.5
Flora Europaea,RUSSIA_CR,45.31143058,34.35975959,Solanaceae,Physalis,alkekengi,Physalis alkekengi,endo,red,herb,14.5
